chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,playername
0,0,55909,0,0,-2,2,0,2,0.0,0.0,0,Chris,0.0,223,FALSE,Joined AS Roma on loan until the end of the season on 30/8. - Expected back 01 Jul,2019-08-30T19:00:16.913287Z,53,55909.jpg,0.0,Smalling,0.1,FALSE,NA,n,12,1,0,1625,2,15980,11,0.0,0.0,Smalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Chris Smalling
100,100,18892,0,0,-1,1,0,2,-0.5,0.0,0,Ashley,0.0,224,FALSE,,2019-11-02T14:30:18.780871Z,54,18892.jpg,1.7,Young,0.3,FALSE,NA,a,12,1,15,16409,28,31237,55,0.0,2.8,Young,771,0,0,1,9,0,0,0,5,0,0,0,118,113.2,302.9,18.0,43.5,Ashley Young
100,100,184667,0,0,-2,2,0,2,2.3,2.8,0,Victor,2.8,225,FALSE,,2019-11-06T16:00:19.671750Z,53,184667.jpg,2.8,Lindelöf,1.1,FALSE,NA,a,12,1,37,47143,146,75572,101,0.5,7.0,Lindelöf,1170,1,0,2,16,0,0,0,2,0,0,3,208,231.8,31.2,37.0,30.0,Victor Lindelöf
100,100,106760,0,0,-1,1,0,2,-0.5,0.0,0,Luke,0.0,226,FALSE,,2019-11-22T12:00:16.955728Z,54,106760.jpg,2.2,Shaw,0.6,FALSE,NA,a,12,1,9,28646,33,123642,32,0.0,1.7,Shaw,224,0,0,1,2,0,0,0,1,0,0,0,47,34.0,59.6,14.0,10.6,Luke Shaw
0,0,58893,0,0,-2,2,0,2,0.0,0.0,0,Marcos,0.2,227,FALSE,Muscle injury - Expected back 07 Dec,2019-11-22T11:30:18.673309Z,48,58893.jpg,1.0,Rojo,0.1,FALSE,NA,i,12,1,3,4691,1,10429,30,0.0,0.6,Rojo,121,0,0,0,2,0,0,0,1,0,0,0,9,20.2,1.9,6.0,2.8,Marcos Rojo
0,0,197365,0,0,-1,1,0,2,0.0,0.0,0,Eric,0.0,228,FALSE,Knee injury - Expected back 26 Dec,2019-07-26T12:00:09.210610Z,49,197365.jpg,0.0,Bailly,0.0,FALSE,NA,i,12,1,0,778,1,2532,2,0.0,0.0,Bailly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Eric Bailly
25,25,216051,0,0,-1,1,0,2,-0.1,0.0,0,José Diogo,0.0,229,FALSE,Groin Injury - 25% chance of playing,2019-10-06T18:00:16.956732Z,49,216051.jpg,1.0,Dalot Teixeira,0.1,FALSE,NA,d,12,1,1,1267,0,10277,2,0.0,0.2,Dalot,59,0,0,0,0,0,0,0,0,0,0,0,8,8.0,2.5,0.0,1.1,José Diogo Dalot Teixeira
0,0,40002,0,0,-1,1,0,2,0.0,0.0,0,Matteo,0.0,230,FALSE,Joined Parma on a permanent deal on 2/9,2019-09-02T10:00:09.526159Z,49,40002.jpg,0.0,Darmian,0.0,FALSE,NA,u,12,1,0,491,0,4649,1,0.0,0.0,Darmian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Matteo Darmian
100,100,76359,0,0,-2,2,0,2,-0.3,0.2,0,Phil,0.2,231,FALSE,,2019-09-25T22:00:12.876760Z,48,76359.jpg,1.0,Jones,0.1,FALSE,NA,a,12,1,1,3094,17,11129,12,0.0,0.2,Jones,45,0,0,0,1,0,0,0,0,0,0,0,4,7.6,0.6,0.0,0.8,Phil Jones
0,0,66749,0,0,0,0,0,4,0.0,0.0,0,Romelu,0.0,232,FALSE,Joined Inter Milan on a permanent deal on 8/8,2019-08-08T16:00:18.534831Z,85,66749.jpg,0.0,Lukaku,0.3,FALSE,NA,u,12,1,0,1419,8,30020,18,0.0,0.0,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Romelu Lukaku
100,100,176297,0,0,2,-2,2,4,4.7,5.2,0,Marcus,5.2,233,FALSE,,2019-10-30T23:30:12.727095Z,87,176297.jpg,5.6,Rashford,17.4,FALSE,NA,a,12,1,79,1553106,4293,1672020,3625,0.6,9.1,Rashford,1216,7,5,3,15,0,0,2,2,0,0,14,286,385.8,277.4,564.0,122.8,Marcus Rashford
100,100,220688,0,0,-2,2,0,4,1.3,1.8,0,Mason,1.8,234,FALSE,,2019-10-07T15:00:20.948895Z,43,220688.jpg,1.4,Greenwood,10.8,FALSE,NA,a,12,1,15,792502,2220,1120994,2496,0.4,3.5,Greenwood,138,1,0,0,4,0,0,0,0,0,0,0,51,47.0,11.0,108.0,16.1,Mason Greenwood
100,100,51940,0,0,0,0,1,1,0.7,1.2,0,David,1.2,235,FALSE,,2019-10-15T20:30:15.609048Z,55,51940.jpg,3.2,de Gea,13.4,FALSE,NA,a,12,1,45,794640,259,884163,2546,0.2,8.2,de Gea,1260,0,0,2,17,0,0,0,0,0,39,5,217,294.0,0.0,0.0,29.3,David de Gea
NA,NA,42899,0,0,-2,2,0,1,-0.5,0.0,0,Sergio,0.0,236,FALSE,,NA,48,42899.jpg,0.0,Romero,0.2,FALSE,NA,a,12,1,0,4380,4,10127,21,0.0,0.0,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Sergio Romero
NA,NA,6744,0,0,-2,2,0,1,-0.5,0.0,0,Lee,0.0,237,FALSE,,NA,48,6744.jpg,0.0,Grant,0.1,FALSE,NA,a,12,1,0,540,0,4015,3,0.0,0.0,Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Lee Grant
0,0,74208,0,0,-1,1,0,3,0.0,0.0,0,Paul,0.0,238,FALSE,Ankle injury - Unknown return date,2019-10-02T12:30:15.251342Z,84,74208.jpg,3.0,Pogba,3.1,FALSE,NA,i,12,1,15,274891,33,629753,245,0.0,1.8,Pogba,450,0,2,1,5,0,0,1,0,0,0,0,67,98.6,168.0,67.0,33.4,Paul Pogba
75,100,148225,0,0,2,-2,1,3,3.0,3.5,0,Anthony,3.5,239,FALSE,Muscle injury - 75% chance of playing,2019-12-04T10:30:19.453851Z,77,148225.jpg,4.7,Martial,7.6,FALSE,NA,d,12,1,42,1447020,389,1390870,7963,0.5,5.5,Martial,695,3,3,2,10,0,0,1,1,0,0,2,95,196.8,108.5,383.0,69.0,Anthony Martial
0,0,37265,0,0,-2,2,0,3,0.0,0.0,0,Alexis,0.0,240,FALSE,Joined Inter on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-09T10:00:14.686303Z,68,37265.jpg,0.0,Sánchez,0.4,FALSE,NA,n,12,1,0,1150,3,42750,18,0.0,0.0,Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Alexis Sánchez
100,100,109322,0,0,-2,2,0,3,0.3,0.8,0,Jesse,0.8,241,FALSE,,2019-10-03T19:30:15.667039Z,63,109322.jpg,1.2,Lingard,0.8,FALSE,NA,a,12,1,13,50032,55,109611,81,0.1,2.1,Lingard,457,0,0,1,7,0,0,0,2,0,0,0,49,46.8,139.6,87.0,27.4,Jesse Lingard
NA,NA,43670,0,0,-3,3,0,3,0.0,0.5,0,Juan,0.5,242,FALSE,,NA,62,43670.jpg,1.8,Mata,0.3,FALSE,NA,a,12,1,14,12187,9,30152,20,0.1,2.3,Mata,372,0,0,2,5,0,0,0,1,0,0,0,46,26.8,79.9,64.0,16.9,Juan Mata
100,100,200617,-1,1,1,-1,0,3,1.7,2.2,0,Daniel,2.2,243,FALSE,,2019-09-18T13:00:18.535186Z,61,200617.jpg,3.7,James,11.3,FALSE,NA,a,12,1,52,1483758,953,965721,5158,0.4,8.4,James,1162,3,3,2,16,0,0,0,3,0,0,2,180,249.8,229.6,297.0,77.4,Daniel James
NA,NA,101582,0,0,-2,2,0,3,0.7,1.2,0,Frederico,1.2,244,FALSE,,NA,53,101582.jpg,1.4,Rodrigues de Paula Santos,0.2,FALSE,NA,a,12,1,14,7124,19,11905,34,0.2,2.6,Fred,688,0,0,0,11,0,0,0,3,0,0,0,99,127.0,149.5,85.0,36.1,Frederico Rodrigues de Paula Santos
100,100,209041,0,0,-2,2,0,3,-0.5,0.0,0,Angel,0.0,245,FALSE,,2019-11-06T16:30:15.083893Z,48,209041.jpg,1.0,Gomes,0.1,FALSE,NA,a,12,1,1,4320,3,9344,8,0.0,0.2,Gomes,9,0,0,0,1,0,0,0,0,0,0,0,3,0.2,1.0,0.0,0.1,Angel Gomes
NA,NA,156689,0,0,0,0,0,3,2.5,3.0,0,Andreas,3.0,246,FALSE,,NA,50,156689.jpg,2.8,Pereira,0.6,FALSE,NA,a,12,1,36,106224,85,93894,263,0.6,7.2,Pereira,953,1,1,3,12,0,0,0,1,0,0,1,115,153.6,244.6,209.0,60.9,Andreas Pereira
75,75,62398,0,0,-2,2,0,3,-0.4,0.0,0,Nemanja,0.0,247,FALSE,Lack of match fitness - 75% chance of playing,2019-11-22T12:00:17.063377Z,48,62398.jpg,2.0,Matic,0.3,FALSE,NA,d,12,1,6,11475,3,38788,38,0.0,1.2,Matic,158,0,0,1,1,0,0,0,0,0,0,0,22,25.2,8.1,32.0,6.5,Nemanja Matic
75,75,195851,0,0,1,-1,0,3,0.5,0.9,0,Scott,1.2,248,FALSE,Ankle injury - 75% chance of playing,2019-11-10T16:30:22.747107Z,51,195851.jpg,3.9,McTominay,2.3,FALSE,NA,d,12,1,47,341503,165,253243,1476,0.2,9.2,McTominay,1065,2,2,2,11,0,0,0,1,0,0,6,181,261.0,137.9,223.0,62.2,Scott McTominay
NA,NA,222677,0,0,-1,1,0,3,-0.5,0.0,0,Tahith,0.0,249,FALSE,,NA,44,222677.jpg,1.0,Chong,0.5,FALSE,NA,a,12,1,2,54379,23,46969,91,0.0,0.5,Chong,24,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.5,0.0,0.2,Tahith Chong
NA,NA,232928,0,0,-1,1,0,3,-0.5,0.0,0,James,0.0,250,FALSE,,NA,44,232928.jpg,1.0,Garner,0.2,FALSE,NA,a,12,1,1,20152,9,18563,34,0.0,0.2,Garner,8,0,0,0,1,0,0,0,0,0,0,0,3,2.2,2.8,0.0,0.5,James Garner
100,100,180804,0,0,-1,1,0,2,-0.3,0.2,0,Axel,0.2,481,FALSE,,2019-11-22T12:00:17.663942Z,44,180804.jpg,1.5,Tuanzebe,0.1,FALSE,NA,a,12,1,6,7141,9,10409,23,0.0,1.4,Tuanzebe,186,0,0,0,3,0,0,0,0,0,0,0,27,16.6,6.2,0.0,2.3,Axel Tuanzebe
NA,NA,232937,0,0,1,-1,0,2,1.3,1.8,0,Brandon,1.8,549,FALSE,,NA,41,232937.jpg,1.8,Williams,1.8,FALSE,NA,a,12,1,9,141797,914,24524,512,0.4,2.2,Williams,268,1,0,0,6,0,0,0,3,0,0,0,45,77.6,50.6,40.0,16.8,Brandon Williams
0,0,56983,0,0,-2,2,0,2,0.0,0.0,0,Matt,0.0,251,FALSE,Ankle injury - Expected back 11 Jan,2019-08-28T21:30:17.608501Z,53,56983.jpg,2.7,Ritchie,0.2,FALSE,NA,i,13,4,8,7684,0,34686,15,0.0,1.5,Ritchie,270,0,0,1,4,0,0,0,1,0,0,0,49,48.6,98.0,12.0,15.8,Matt Ritchie
100,100,119471,0,0,0,0,0,2,0.5,0.0,0,Fabian,0.0,252,FALSE,,2019-10-24T10:30:13.201858Z,50,119471.jpg,3.6,Schär,1.5,FALSE,NA,a,13,4,32,132475,75,162592,219,0.0,6.4,Schär,793,1,0,3,14,0,0,0,2,0,0,2,144,236.4,9.9,78.0,32.4,Fabian Schär
50,50,151119,0,0,-1,1,0,2,1.4,1.1,0,DeAndre,2.2,253,FALSE,Hip injury - 50% chance of playing,2019-11-29T11:00:12.462280Z,44,151119.jpg,2.9,Yedlin,0.1,FALSE,NA,d,13,4,20,9947,4,6198,85,0.5,4.5,Yedlin,556,1,0,1,8,0,0,0,1,0,0,0,78,103.0,60.9,39.0,20.4,DeAndre Yedlin
NA,NA,57145,0,0,-1,1,1,2,1.7,1.2,0,Federico,1.2,254,FALSE,,NA,44,57145.jpg,2.8,Fernández,0.2,FALSE,NA,a,13,4,22,12410,46,9802,53,0.3,5.0,Fernández,473,1,2,0,8,0,0,0,3,0,0,3,99,212.6,35.1,81.0,32.8,Federico Fernández
NA,NA,106618,0,0,-1,1,0,2,2.5,2.0,0,Paul,2.0,255,FALSE,,NA,44,106618.jpg,2.3,Dummett,0.3,FALSE,NA,a,13,4,25,19876,41,20976,31,0.5,5.7,Dummett,855,0,0,3,18,1,0,0,2,0,0,2,156,179.6,22.7,44.0,24.5,Paul Dummett
NA,NA,109528,0,0,-2,2,0,2,0.5,0.0,0,Javier,0.0,256,FALSE,,NA,43,109528.jpg,2.0,Manquillo,0.1,FALSE,NA,a,13,4,10,3663,14,7974,14,0.0,2.3,Manquillo,305,0,0,1,4,0,0,0,2,0,0,1,52,43.6,14.3,6.0,6.5,Javier Manquillo
100,100,77359,0,0,-1,1,0,2,0.5,0.0,0,Florian,0.0,257,FALSE,,2019-06-25T11:30:07.214396Z,44,77359.jpg,0.0,Lejeune,0.0,FALSE,NA,a,13,4,0,276,3,302,2,0.0,0.0,Lejeune,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Florian Lejeune
0,0,101148,0,0,-2,2,1,2,0.0,0.0,0,Jamaal,0.2,258,FALSE,Leg injury - Unknown return date,2019-11-09T17:30:13.080996Z,43,101148.jpg,3.2,Lascelles,3.6,FALSE,NA,i,13,4,38,151617,9,384975,1957,0.0,8.8,Lascelles,1000,1,0,3,18,0,0,0,1,0,0,3,180,218.2,13.2,65.0,29.7,Jamaal Lascelles
100,100,58845,0,0,-2,2,1,2,3.5,3.0,0,Ciaran,3.0,259,FALSE,,2019-11-21T10:00:17.546764Z,43,58845.jpg,3.9,Clark,0.5,FALSE,NA,a,13,4,27,35428,383,14617,141,0.7,6.3,Clark,630,2,0,1,9,0,0,0,2,0,0,2,114,198.4,12.7,89.0,30.1,Ciaran Clark
NA,NA,196118,0,0,-3,3,0,4,0.5,0.0,0,Yoshinori,0.0,260,FALSE,,NA,52,196118.jpg,1.0,Muto,0.1,FALSE,NA,a,13,4,5,5685,4,11475,17,0.0,1.0,Muto,101,0,0,0,3,0,0,0,0,0,0,0,9,2.0,3.3,12.0,1.5,Yoshinori Muto
0,0,61316,0,0,0,0,0,4,0.0,0.0,0,Jose Luis,0.0,261,FALSE,Joined Alaves on a permanent deal on 15/7,2019-07-16T00:30:14.636406Z,50,61316.jpg,0.0,Mato Sanmartín,0.0,FALSE,NA,u,13,4,0,1079,0,3680,1,0.0,0.0,Joselu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jose Luis Mato Sanmartín
NA,NA,67089,0,0,0,0,0,1,2.7,2.2,0,Martin,2.2,262,FALSE,,NA,50,67089.jpg,3.4,Dubravka,1.0,FALSE,NA,a,13,4,47,42300,191,48390,91,0.4,9.4,Dubravka,1260,0,0,3,22,0,0,0,0,0,51,2,255,379.0,0.0,0.0,38.1,Martin Dubravka
NA,NA,59735,0,0,-1,1,0,1,0.5,0.0,0,Karl,0.0,263,FALSE,,NA,44,59735.jpg,0.0,Darlow,0.1,FALSE,NA,a,13,4,0,1419,2,5100,6,0.0,0.0,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Karl Darlow
0,0,155503,0,0,0,0,0,1,0.0,0.0,0,Frederick,0.0,264,FALSE,Joined Swansea City on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-01T10:00:13.686109Z,40,155503.jpg,0.0,Woodman,0.9,FALSE,NA,n,13,4,0,17825,36,30594,90,0.0,0.0,Woodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Frederick Woodman
100,100,179018,0,0,-2,2,0,3,2.7,2.2,0,Miguel,2.2,266,FALSE,,2019-08-28T18:30:16.472453Z,58,179018.jpg,2.4,Almirón,0.4,FALSE,NA,a,13,4,33,25520,100,53873,54,0.4,5.7,Almirón,1167,0,1,4,19,0,0,0,2,0,0,0,94,117.6,141.5,268.0,52.3,Miguel Almirón
100,100,104953,0,0,-1,1,0,3,2.0,1.5,0,Christian,1.5,267,FALSE,,2019-08-16T12:00:11.640631Z,54,104953.jpg,2.2,Atsu,0.1,FALSE,NA,a,13,4,27,21259,16,23680,23,0.3,5.0,Atsu,474,0,3,2,11,0,0,0,1,0,0,0,90,109.0,159.2,43.0,31.1,Christian Atsu
NA,NA,76542,0,0,-3,3,0,3,0.5,0.0,0,Sung-yueng,0.0,268,FALSE,,NA,47,76542.jpg,1.3,Ki,0.1,FALSE,NA,a,13,4,4,1115,4,4166,7,0.0,0.9,Ki Sung-yueng,135,0,0,0,6,0,0,0,0,0,0,0,18,17.8,39.8,0.0,5.8,Sung-yueng Ki
100,100,50232,0,0,0,0,0,3,3.7,3.2,0,Jonjo,3.2,269,FALSE,,2019-09-27T09:30:16.698778Z,50,50232.jpg,4.1,Shelvey,0.4,FALSE,NA,a,13,4,37,36782,406,35891,64,0.6,7.4,Shelvey,670,3,0,1,13,0,0,0,0,0,0,5,149,198.0,168.6,98.0,46.5,Jonjo Shelvey
100,100,180135,0,0,0,0,0,3,0.5,0.0,0,Sean,0.0,270,FALSE,,2019-10-27T16:30:09.941612Z,50,180135.jpg,2.0,Longstaff,0.3,FALSE,NA,a,13,4,16,16102,9,46784,36,0.0,3.2,Longstaff,613,0,1,2,10,0,0,0,1,1,0,0,73,106.2,150.7,42.0,29.9,Sean Longstaff
100,100,153127,0,0,-1,1,0,3,1.7,1.2,0,Isaac,1.2,271,FALSE,,2019-09-29T18:00:18.547838Z,44,153127.jpg,2.4,Hayden,4.1,FALSE,NA,a,13,4,26,260961,445,442186,668,0.3,5.9,Hayden,942,0,2,2,20,0,0,0,2,1,0,2,123,180.6,83.4,73.0,33.7,Isaac Hayden
100,100,180974,0,0,-3,3,0,4,2.0,1.5,0,Joelinton Cássio,1.5,466,FALSE,,2019-08-28T18:30:16.689545Z,57,180974.jpg,2.5,Apolinário de Lira,1.1,FALSE,NA,a,13,4,35,121547,183,209916,238,0.3,6.1,Joelinton,1105,1,1,2,17,0,0,0,2,0,0,3,106,131.4,197.9,245.0,57.5,Joelinton Cássio Apolinário de Lira
0,0,58771,0,0,-1,1,0,3,0.0,0.0,0,Jack,0.0,482,FALSE,Not included in Newcastle United's 25-man Premier League squad. - Unknown return date,2019-09-18T22:00:13.777925Z,44,58771.jpg,0.0,Colback,0.2,FALSE,NA,n,13,4,0,23229,4,20875,27,0.0,0.0,Colback,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jack Colback
0,0,114243,0,0,-2,2,0,3,0.0,0.0,0,Jacob,0.0,483,FALSE,Joined Sheffield Wednesday on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T16:30:11.441250Z,48,114243.jpg,0.0,Murphy,0.0,FALSE,NA,n,13,4,0,179,2,1261,0,0.0,0.0,Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jacob Murphy
100,100,92159,0,0,1,-1,1,2,3.0,2.5,0,Jetro,2.5,498,FALSE,,2019-09-29T18:00:18.951779Z,46,92159.jpg,4.5,Willems,2.3,FALSE,NA,a,13,4,50,193932,2210,55073,226,0.5,10.9,Willems,923,2,2,2,13,0,0,0,0,0,0,6,204,262.2,122.0,165.0,55.0,Jetro Willems
0,0,155513,0,0,-1,1,0,3,0.0,0.0,0,Rolando,0.0,499,FALSE,Joined Wycombe Wanderers on loan until January on 2/9. - Expected back 01 Feb,2019-09-02T12:30:12.780747Z,49,155513.jpg,0.0,Aarons,0.0,FALSE,NA,n,13,4,0,1339,0,4060,4,0.0,0.0,Aarons,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Rolando Aarons
75,75,170137,0,0,-1,1,0,3,2.0,1.7,0,Allan,2.2,500,FALSE,Knock - 75% chance of playing,2019-11-30T15:00:19.632939Z,54,170137.jpg,2.1,Saint-Maximin,0.5,FALSE,NA,d,13,4,21,40434,72,51095,243,0.4,3.9,Saint-Maximin,645,0,1,1,7,0,0,0,0,0,0,0,74,95.8,139.7,205.0,43.9,Allan Saint-Maximin
100,100,111773,0,0,-1,1,0,2,0.5,0.0,0,Emil,0.0,519,FALSE,,2019-08-29T00:00:09.547590Z,44,111773.jpg,1.8,Krafth,0.1,FALSE,NA,a,13,4,11,4105,1,5674,11,0.0,2.5,Krafth,414,0,0,1,11,0,0,0,0,0,0,0,66,52.4,9.3,30.0,9.2,Emil Krafth
75,75,40142,0,0,-1,1,0,4,0.8,0.4,0,Andy,0.5,520,FALSE,Rib Injury - 75% chance of playing,2019-11-30T12:30:32.631364Z,54,40142.jpg,1.0,Carroll,0.1,FALSE,NA,d,13,4,7,6528,3,13105,27,0.1,1.3,Carroll,124,0,0,0,4,0,0,0,0,0,0,0,24,25.6,26.9,29.0,8.2,Andy Carroll
NA,NA,223175,0,0,0,0,1,3,0.5,0.0,0,Matthew,0.0,540,FALSE,,NA,45,223175.jpg,4.7,Longstaff,0.3,FALSE,NA,a,13,4,14,39483,24,20221,169,0.0,3.1,Matthew Longstaff,269,1,0,1,2,0,0,0,0,0,0,2,47,44.0,27.6,10.0,8.1,Matthew Longstaff
NA,NA,104547,0,0,0,0,0,4,1.0,0.5,0,Dwight,0.5,554,FALSE,,NA,50,104547.jpg,1.0,Gayle,0.0,FALSE,NA,a,13,4,4,3504,22,1936,23,0.1,0.8,Gayle,45,0,0,0,1,0,0,0,0,0,0,0,12,4.0,0.4,0.0,0.4,Dwight Gayle
0,0,84384,0,0,-1,1,0,2,0.0,0.0,0,Timm,0.0,272,FALSE,Knee injury - Unknown return date,2019-08-27T21:30:10.685404Z,44,84384.jpg,0.0,Klose,0.0,FALSE,NA,i,14,45,0,568,0,5386,1,0.0,0.0,Klose,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Timm Klose
100,100,198826,0,0,-1,1,0,2,1.5,2.0,0,Ben,2.0,273,FALSE,,2019-10-19T16:00:16.106054Z,44,198826.jpg,1.2,Godfrey,0.2,FALSE,NA,a,14,45,17,12171,39,16921,22,0.5,3.9,Godfrey,1219,0,0,1,30,0,0,0,1,0,0,0,229,313.8,11.3,16.0,34.2,Ben Godfrey
100,100,232980,0,0,-1,1,0,2,1.3,1.8,0,Maximillian,1.8,274,FALSE,,2019-09-09T22:30:12.197253Z,44,232980.jpg,1.4,Aarons,1.1,FALSE,NA,a,14,45,17,34535,53,138966,105,0.4,3.9,Aarons,1080,0,0,2,26,0,0,0,4,0,0,0,143,142.4,101.0,138.0,38.0,Maximillian Aarons
100,100,192303,0,0,-1,1,0,2,1.0,1.5,0,Christoph,1.5,275,FALSE,,2019-08-31T17:00:18.410489Z,44,192303.jpg,2.3,Zimmermann,0.0,FALSE,NA,a,14,45,7,721,14,1249,3,0.3,1.6,Zimmermann,215,0,0,1,3,0,0,0,1,0,0,0,37,35.6,0.4,4.0,4.0,Christoph Zimmermann
100,100,194799,0,0,0,0,0,2,-0.3,0.2,0,Jamal,0.2,276,FALSE,,2019-11-18T15:00:15.322949Z,45,194799.jpg,1.6,Lewis,0.3,FALSE,NA,a,14,45,19,29258,19,31319,38,0.0,4.2,Lewis,1044,0,0,2,26,0,0,0,1,0,0,0,172,187.0,129.6,49.0,36.5,Jamal Lewis
0,0,83428,0,0,0,0,0,2,0.0,0.0,0,Grant,0.0,277,FALSE,Groin Injury - Expected back 14 Dec,2019-10-04T13:30:17.327852Z,40,83428.jpg,0.3,Hanley,2.2,FALSE,NA,i,14,45,1,214389,19,236491,578,0.0,0.2,Hanley,270,0,0,0,8,1,0,0,0,0,0,0,33,55.8,0.4,21.0,7.8,Grant Hanley
NA,NA,57127,0,0,1,-1,1,4,3.3,3.8,0,Teemu,3.8,278,FALSE,,NA,66,57127.jpg,5.3,Pukki,18.5,FALSE,NA,a,14,45,74,3396741,3737,2677556,2613,0.6,11.2,Pukki,1245,7,3,2,30,0,0,0,2,0,0,11,275,352.8,213.9,581.0,114.5,Teemu Pukki
NA,NA,179587,0,0,-3,3,0,4,1.0,1.5,0,Dennis,1.5,279,FALSE,,NA,52,179587.jpg,1.8,Srbeny,0.0,FALSE,NA,a,14,45,11,4071,16,6589,12,0.3,2.1,Srbeny,28,1,0,0,2,0,0,0,0,0,0,1,48,44.2,0.8,19.0,6.4,Dennis Srbeny
100,100,20480,0,0,0,0,2,1,2.7,3.2,0,Tim,3.2,280,FALSE,,2019-10-27T20:00:16.930339Z,45,20480.jpg,4.1,Krul,2.1,FALSE,NA,a,14,45,49,122842,1034,79328,225,0.7,10.9,Krul,1080,0,0,2,23,0,2,0,1,0,50,6,262,441.2,0.0,0.0,44.1,Tim Krul
NA,NA,18499,0,0,0,0,0,1,-0.5,0.0,0,Michael,0.0,281,FALSE,,NA,40,18499.jpg,5.5,McGovern,6.9,FALSE,NA,a,14,45,11,285554,398,145564,760,0.0,2.8,McGovern,158,0,0,0,6,0,1,0,0,0,7,2,46,65.0,0.0,0.0,6.5,Michael McGovern
100,100,37614,0,0,-3,3,0,3,-0.5,0.0,0,Mario,0.0,282,FALSE,,2019-09-13T13:30:19.455889Z,62,37614.jpg,0.7,Vrancic,0.1,FALSE,NA,a,14,45,2,2470,5,12540,6,0.0,0.3,Vrancic,24,0,0,0,1,0,0,0,1,0,0,0,8,6.0,22.8,28.0,5.7,Mario Vrancic
NA,NA,195546,0,0,0,0,1,3,0.5,1.0,0,Emiliano,1.0,283,FALSE,,NA,60,195546.jpg,2.9,Buendía,0.9,FALSE,NA,a,14,45,41,181283,20,172444,315,0.2,6.8,Buendía,1060,0,4,1,27,0,0,0,1,0,0,3,184,282.6,462.1,193.0,93.9,Emiliano Buendía
100,100,89470,0,0,-2,2,0,3,2.0,2.5,0,Onel,2.5,284,FALSE,,2019-11-01T16:00:22.360282Z,53,89470.jpg,2.9,Hernández,0.1,FALSE,NA,a,14,45,20,4018,34,12939,9,0.5,3.8,Hernández,434,1,1,1,7,0,0,0,0,0,0,0,69,114.2,68.6,183.0,36.4,Onel Hernández
NA,NA,71738,0,0,-3,3,0,3,0.0,0.5,0,Marco,0.5,285,FALSE,,NA,52,71738.jpg,1.6,Stiepermann,0.1,FALSE,NA,a,14,45,18,5649,3,10366,15,0.1,3.5,Stiepermann,778,0,0,1,22,0,0,0,3,0,0,0,67,73.8,134.5,208.0,41.6,Marco Stiepermann
100,100,78607,0,0,-1,1,0,3,1.5,2.0,0,Kenny,2.0,286,FALSE,,2019-11-20T13:00:15.181654Z,49,78607.jpg,2.3,McLean,0.2,FALSE,NA,a,14,45,30,10060,24,13087,26,0.4,6.1,McLean,1008,1,1,2,24,0,0,0,4,0,0,0,164,223.2,189.3,138.0,54.9,Kenny McLean
100,100,193111,1,-1,2,-2,1,3,4.3,4.8,0,Todd,4.8,287,FALSE,,2019-11-23T18:00:20.773249Z,47,193111.jpg,4.1,Cantwell,18.3,FALSE,NA,a,14,45,57,2398025,10584,1278983,1073,1.0,12.4,Cantwell,1005,4,2,2,24,0,0,0,1,0,0,5,185,274.4,239.9,353.0,86.1,Todd Cantwell
